ID base,Exercício base,Resultado final,Ordem candidato,Nome candidato,Índice de similaridade (não é probabilidade),Equipamento,Grupo catálogo,Diferenças / justificativa,Referências no catálogo,Fonte catálogo
6337,Retrocesso + Agachamento Lateral Overhead com Doublegrip',Não encontrado,2,Medicine Ball Squat to Overhead Press,34,Medicine Ball,Thighs,"equipamento: Doublegrip × Medicine Ball; não descrito no candidato: doublegrip, reverse",Videos!9471 (ID 1162112); Videos!9472 (ID 1162212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6337,Retrocesso + Agachamento Lateral Overhead com Doublegrip',Não encontrado,3,Bodyweight Squat Overhead Press (male),31,Body weight,Thighs,"equipamento: Doublegrip × Body weight; não descrito no candidato: doublegrip, reverse",Videos!7312 (ID 921812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6338,Flexão de Braços Fechado com Doublegrip',Não encontrado,1,Close-grip Push-up,44,Body weight,Upper Arms,equipamento: Doublegrip × Body weight; não descrito no candidato: doublegrip,Illustrations!260 (ID 0259); Illustrations!2582 (ID 2615); Animated GIFs!260 (ID 025913); Animated GIFs!2471 (ID 261513); Videos!219 (ID 025912); Videos!1796 (ID 261512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6338,Flexão de Braços Fechado com Doublegrip',Não encontrado,2,Close-grip Push-up (on knees),44,Body weight,Upper Arms,equipamento: Doublegrip × Body weight; não descrito no candidato: doublegrip,Illustrations!2366 (ID 2398); Illustrations!2580 (ID 2613); Animated GIFs!2255 (ID 239813); Animated GIFs!2469 (ID 261313); Videos!1637 (ID 239812); Videos!1794 (ID 261312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6338,Flexão de Braços Fechado com Doublegrip',Não encontrado,3,Push Up Close grip off Dumbbell,42,Body weight,Upper Arms,equipamento: Doublegrip × Body weight; não descrito no candidato: doublegrip; variação adicional no candidato: dumbbell,Animated GIFs!661 (ID 066013),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6339,Corrida Frente e Trás,Não encontrado,1,Long Distance Running,47,Body weight,Cardio,não descrito no candidato: front,Videos!3487 (ID 523012); Videos!6904 (ID 881012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6339,Corrida Frente e Trás,Não encontrado,2,Weighted Backpack Running (male),43,Weighted,Plyometrics,não descrito no candidato: front,Illustrations!6412 (ID 10677); Animated GIFs!6269 (ID 1067713); Videos!8629 (ID 1067712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6339,Corrida Frente e Trás,Não encontrado,3,Pilates Machine Lying Running (female),35,Body weight,Stretching,não descrito no candidato: front; variação adicional no candidato: lying,Illustrations!6461 (ID 10848); Animated GIFs!6318 (ID 1084813); Videos!8800 (ID 1084812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6340,Shuttle Run,Revisar,1,Short Stride Run,67,Body weight,Cardio,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3622 (ID 3656); Animated GIFs!3497 (ID 365613),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6340,Shuttle Run,Revisar,2,Side Shuttle,61,Body weight,"Hips, Thighs",Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3517 (ID 3551); Animated GIFs!3392 (ID 355113),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6340,Shuttle Run,Revisar,3,Side Shuttle,61,Body weight,Cardio,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!2356 (ID 355112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6341,Shuttle Run Lateral,Revisar,1,Lateral Walk Push-up,67,Body weight,Chest,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4755 (ID 4858); Animated GIFs!4626 (ID 485813),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6341,Shuttle Run Lateral,Revisar,2,Lateral Shuffle Squat Tap (Male),64,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!3874 (ID 567312); Videos!5064 (ID 690812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6341,Shuttle Run Lateral,Revisar,3,Lateral Raise with Towel,63,Body weight,Shoulders,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3706 (ID 3741); Animated GIFs!3581 (ID 374113); Videos!2491 (ID 374112); Videos!9365 (ID 1151512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6342,Salto Simultâneo com Corda',Correspondência forte,1,Jump Rope,95,Rope,Cardio,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!512 (ID 0511); Animated GIFs!512 (ID 051113),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6342,Salto Simultâneo com Corda',Correspondência forte,2,Jump Rope,95,Rope,Thighs,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!2579 (ID 2612); Animated GIFs!2468 (ID 261213); Videos!1793 (ID 261212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6342,Salto Simultâneo com Corda',Correspondência forte,3,Jump Rope (female),95,Body weight,Cardio,"Nome equivalente após tradução e normalização, sem diferença explícita.",Videos!426 (ID 051112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6343,Meio Burpee com Tsunami na Corda Naval,Não encontrado,1,Medicine Ball Slam Burpee (male),51,Medicine Ball,Plyometrics,não descrito no candidato: rope,Videos!5758 (ID 760912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6343,Meio Burpee com Tsunami na Corda Naval,Não encontrado,2,Burpee Over the Bar (male),46,Body weight,Plyometrics,não descrito no candidato: rope,Videos!8235 (ID 1018112); Videos!8787 (ID 1083512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6343,Meio Burpee com Tsunami na Corda Naval,Não encontrado,3,Half Burpee (female),46,Body weight,Plyometrics,não descrito no candidato: rope,Videos!8315 (ID 1033712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6344,Flexão + Corda Alternada,Revisar,1,Cable Alternate Triceps Extension,61,Cable,Upper Arms,não descrito no candidato: rope; variação adicional no candidato: cable,Illustrations!150 (ID 0149); Illustrations!3006 (ID 3039); Animated GIFs!150 (ID 014913); Animated GIFs!2895 (ID 303913); Videos!122 (ID 014912); Videos!8563 (ID 1058612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6344,Flexão + Corda Alternada,Revisar,2,Battling Ropes Alternate Arms Squat,59,Battling Rope,"Back, Chest, Hips, Thighs",não descrito no candidato: rope,Illustrations!3335 (ID 3369); Animated GIFs!3210 (ID 336913),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6344,Flexão + Corda Alternada,Revisar,3,Alternate Biceps Curl (with band),56,Band,Upper Arms,não descrito no candidato: rope; variação adicional no candidato: band,Illustrations!6 (ID 0005); Illustrations!969 (ID 0968); Animated GIFs!6 (ID 000513); Animated GIFs!964 (ID 096813); Videos!775 (ID 096812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6345,Polichinelo com Corda,Revisar,1,Jumping Jack,79,Body weight,Cardio,não descrito no candidato: rope,Illustrations!517 (ID 0516); Illustrations!3061 (ID 3094); Animated GIFs!517 (ID 051613); Animated GIFs!2950 (ID 309413); Videos!431 (ID 051612); Videos!2083 (ID 309412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6345,Polichinelo com Corda,Revisar,2,Push Jumping Jack (female),78,Body weight,Cardio,não descrito no candidato: rope,Videos!3378 (ID 511312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6345,Polichinelo com Corda,Revisar,3,Jumping Split Jack (Male),76,Body weight,Plyometrics,não descrito no candidato: rope,Videos!3799 (ID 558412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6346,Retrocesso + Tsunami na Corda Naval,Revisar,1,Bottle Weighted Rear Lunge (female),60,Weighted,Thighs,não descrito no candidato: rope,Illustrations!5456 (ID 6048); Animated GIFs!5322 (ID 604813); Videos!4224 (ID 604812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6346,Retrocesso + Tsunami na Corda Naval,Revisar,2,Rear Lunge with Battling Ropes,58,Rope,Plyometrics,não descrito no candidato: rope; grupo muscular divergente: Pernas × Plyometrics,Illustrations!2900 (ID 2933); Animated GIFs!2789 (ID 293313),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6346,Retrocesso + Tsunami na Corda Naval,Revisar,3,Balance Rear Lunge (female),58,Body weight,Thighs,não descrito no candidato: rope,Videos!5497 (ID 734512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6347,Rotações com Corda,Não encontrado,1,Tight Rope Walk (male),50,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5395 (ID 5977); Animated GIFs!5263 (ID 597713); Videos!4161 (ID 597712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6347,Rotações com Corda,Não encontrado,2,Calf Stretch with Rope,29,Rope,Calves,grupo muscular divergente: Abdômen × Calves,Illustrations!1376 (ID 1378); Animated GIFs!1362 (ID 137813); Videos!1069 (ID 137812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6347,Rotações com Corda,Não encontrado,3,Calf Stretch with Rope (female),29,Body weight,Calves,grupo muscular divergente: Abdômen × Calves,Illustrations!4217 (ID 4277); Animated GIFs!4088 (ID 427713); Videos!2820 (ID 427712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6349,Tsunami na Corda Naval,Revisar,1,Battling Ropes,76,Rope,Shoulders,não descrito no candidato: rope,Illustrations!129 (ID 0128); Animated GIFs!129 (ID 012813); Videos!106 (ID 012812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6349,Tsunami na Corda Naval,Revisar,2,Battling Ropes (female),76,Battling Rope,Cardio,não descrito no candidato: rope,Illustrations!2532 (ID 2565); Animated GIFs!2421 (ID 256513),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6349,Tsunami na Corda Naval,Revisar,3,Battling Ropes (female),76,Battling Rope,Plyometrics,não descrito no candidato: rope,Videos!1757 (ID 256512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6350,Tsunami na Corda Naval,Revisar,1,Battling Ropes,76,Rope,Shoulders,não descrito no candidato: rope,Illustrations!129 (ID 0128); Animated GIFs!129 (ID 012813); Videos!106 (ID 012812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6350,Tsunami na Corda Naval,Revisar,2,Battling Ropes (female),76,Battling Rope,Cardio,não descrito no candidato: rope,Illustrations!2532 (ID 2565); Animated GIFs!2421 (ID 256513),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6350,Tsunami na Corda Naval,Revisar,3,Battling Ropes (female),76,Battling Rope,Plyometrics,não descrito no candidato: rope,Videos!1757 (ID 256512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6351,Tsunami com Deslocamento Lateral na Corda Naval,Revisar,1,Battling Ropes Power Slam,59,Battling Rope,"Back, Chest, Waist",não descrito no candidato: rope,Illustrations!3350 (ID 3384); Animated GIFs!3225 (ID 338413),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6351,Tsunami com Deslocamento Lateral na Corda Naval,Revisar,2,Battling Ropes Power Slam,59,Battling Rope,Plyometrics,não descrito no candidato: rope,Videos!2242 (ID 338412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6351,Tsunami com Deslocamento Lateral na Corda Naval,Revisar,3,Battling Ropes Side Raise (female),53,Rope,Plyometrics,não descrito no candidato: rope,Illustrations!2794 (ID 2827); Illustrations!2795 (ID 2828); Animated GIFs!2683 (ID 282713); Animated GIFs!2684 (ID 282813),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6352,Twist com Corda,Revisar,1,Spine Twist,72,Body weight,Waist,não descrito no candidato: rope,Illustrations!2297 (ID 2329); Illustrations!2835 (ID 2868); Animated GIFs!2186 (ID 232913); Animated GIFs!2724 (ID 286813); Videos!1591 (ID 232912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6352,Twist com Corda,Revisar,2,Side Twist,66,Body weight,Waist,não descrito no candidato: rope,Illustrations!2833 (ID 2866); Animated GIFs!2722 (ID 286613),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6352,Twist com Corda,Revisar,3,Twist and Turn (female),66,Body weight,Plyometrics,não descrito no candidato: rope,Videos!3398 (ID 513712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6353,180 na Escada de Agilidade',Revisar,1,Agility Ball Drill (male),61,Stability ball,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5385 (ID 5967); Animated GIFs!5253 (ID 596713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6353,180 na Escada de Agilidade',Revisar,2,Ladder Drill (male),60,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5390 (ID 5972); Animated GIFs!5258 (ID 597213),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6353,180 na Escada de Agilidade',Revisar,3,Landmine 180,53,Barbell,Waist,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!563 (ID 0562),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6354,Salto Lateral Dentro e Fora na Escada de Agilidade',Revisar,1,Single Leg Board Jump,52,Body weight,Plyometrics,variação adicional no candidato: unilateral,Illustrations!4194 (ID 4245); Animated GIFs!4065 (ID 424513); Videos!2797 (ID 424512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6354,Salto Lateral Dentro e Fora na Escada de Agilidade',Revisar,2,Lateral Hurdle Jump (male),52,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5762 (ID 6958); Animated GIFs!5626 (ID 695813); Videos!5114 (ID 695812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6354,Salto Lateral Dentro e Fora na Escada de Agilidade',Revisar,3,Single Leg Box Jump,51,Body weight,Plyometrics,"variação adicional no candidato: box, unilateral",Illustrations!5005 (ID 5166); Animated GIFs!4875 (ID 516613); Videos!3427 (ID 516612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6355,Amarelinha na Escada de Agilidade,Não encontrado,1,Agility Ball Drill (male),36,Stability ball,Plyometrics,grupo muscular divergente: Pernas × Plyometrics,Illustrations!5385 (ID 5967); Animated GIFs!5253 (ID 596713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6355,Amarelinha na Escada de Agilidade,Não encontrado,2,Plyometric Agility Drill (male),33,Body weight,Plyometrics,grupo muscular divergente: Pernas × Plyometrics,Illustrations!5392 (ID 5974); Animated GIFs!5260 (ID 597413),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6355,Amarelinha na Escada de Agilidade,Não encontrado,3,Ladder Drill (male),30,Body weight,Plyometrics,grupo muscular divergente: Pernas × Plyometrics,Illustrations!5390 (ID 5972); Animated GIFs!5258 (ID 597213),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6356,Carioca na Escada de Agilidade,Não encontrado,1,Plyometric Agility Drill (male),37,Body weight,Plyometrics,grupo muscular divergente: Pernas × Plyometrics,Illustrations!5392 (ID 5974); Animated GIFs!5260 (ID 597413),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6356,Carioca na Escada de Agilidade,Não encontrado,2,Agility Ball Drill (male),36,Stability ball,Plyometrics,grupo muscular divergente: Pernas × Plyometrics,Illustrations!5385 (ID 5967); Animated GIFs!5253 (ID 596713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6356,Carioca na Escada de Agilidade,Não encontrado,3,Ladder Drill (male),29,Body weight,Plyometrics,grupo muscular divergente: Pernas × Plyometrics,Illustrations!5390 (ID 5972); Animated GIFs!5258 (ID 597213),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6357,Cross Behind na Escada de Agilidade,Revisar,1,Band Behind Neck Shoulder Press,58,Band,Shoulders,variação adicional no candidato: band,Illustrations!1497 (ID 1499); Animated GIFs!1483 (ID 149913); Videos!1158 (ID 149912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6357,Cross Behind na Escada de Agilidade,Revisar,2,Boxing Cross (with bag and gloves),56,Body weight,Plyometrics,não descrito no candidato: behind,Videos!8274 (ID 1029612); Videos!8937 (ID 1098612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6357,Cross Behind na Escada de Agilidade,Revisar,3,Behind the Back Clap (female),56,Body weight,Chest,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!4173 (ID 599612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6358,Dentro Dentro Fora na Escada de Agilidade,Revisar,1,Plyometric Agility Drill (male),56,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5392 (ID 5974); Animated GIFs!5260 (ID 597413),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6358,Dentro Dentro Fora na Escada de Agilidade,Revisar,2,Agility Ball Drill (male),55,Stability ball,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5385 (ID 5967); Animated GIFs!5253 (ID 596713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6358,Dentro Dentro Fora na Escada de Agilidade,Revisar,3,Lateral Ladder Drill (male),48,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5391 (ID 5973); Animated GIFs!5259 (ID 597313),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6359,Dentro Dentro Fora Fora na Escada de Agilidade,Revisar,1,Plyometric Agility Drill (male),56,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5392 (ID 5974); Animated GIFs!5260 (ID 597413),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6359,Dentro Dentro Fora Fora na Escada de Agilidade,Revisar,2,Agility Ball Drill (male),55,Stability ball,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5385 (ID 5967); Animated GIFs!5253 (ID 596713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6359,Dentro Dentro Fora Fora na Escada de Agilidade,Revisar,3,Lateral Ladder Drill (male),48,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5391 (ID 5973); Animated GIFs!5259 (ID 597313),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6360,Dentro Dentro Fora Fora Frontal Escada de Agilidade,Revisar,1,Band Alternating Front Raise,53,Band,Shoulders,"variação adicional no candidato: alternating, band",Videos!9703 (ID 1185612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6360,Dentro Dentro Fora Fora Frontal Escada de Agilidade,Revisar,2,Cable Lying Floor Front Raise (male),52,Cable,Shoulders,"variação adicional no candidato: cable, lying",Illustrations!6200 (ID 9705); Animated GIFs!6057 (ID 970513); Videos!7759 (ID 970512); Videos!9198 (ID 1134812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6360,Dentro Dentro Fora Fora Frontal Escada de Agilidade,Revisar,3,Alternating Front Kick Forward Push (female),50,Body weight,Plyometrics,variação adicional no candidato: alternating,Videos!7469 (ID 937512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6361,Flexão de Braço com Deslocamento Lateral na Escada de Agilidade,Não encontrado,1,Deep Push-up on Parallel Bars (male),51,Body weight,Chest,variação adicional no candidato: deep,Illustrations!5757 (ID 6910); Animated GIFs!5621 (ID 691013); Videos!5066 (ID 691012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6361,Flexão de Braço com Deslocamento Lateral na Escada de Agilidade,Não encontrado,2,Narrow Push-Up on Exercise Ball,51,Stability ball,Upper Arms,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!2296 (ID 2328); Animated GIFs!2185 (ID 232813),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6361,Flexão de Braço com Deslocamento Lateral na Escada de Agilidade,Não encontrado,3,Diamond Push-up against wall (male),51,Body weight,Upper Arms,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!5078 (ID 692212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6362,Lader na Escada de Agilidade,Revisar,1,Lateral Ladder Drill (male),70,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5391 (ID 5973); Animated GIFs!5259 (ID 597313),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6362,Lader na Escada de Agilidade,Revisar,2,Plyometric Agility Drill (male),64,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5392 (ID 5974); Animated GIFs!5260 (ID 597413),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6362,Lader na Escada de Agilidade,Revisar,3,Agility Ball Drill (male),63,Stability ball,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5385 (ID 5967); Animated GIFs!5253 (ID 596713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6363,Lateral Dentro Dentro Fora Fora na Escada de Agilidade,Revisar,1,Lateral Ladder Drill (male),63,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5391 (ID 5973); Animated GIFs!5259 (ID 597313),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6363,Lateral Dentro Dentro Fora Fora na Escada de Agilidade,Revisar,2,Agility Ball Drill (male),54,Stability ball,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5385 (ID 5967); Animated GIFs!5253 (ID 596713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6363,Lateral Dentro Dentro Fora Fora na Escada de Agilidade,Revisar,3,Lever Lateral Raise (plate loaded),51,Leverage machine,Shoulders,variação adicional no candidato: lever,Illustrations!1874 (ID 1876); Animated GIFs!1857 (ID 187613); Videos!1384 (ID 187612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6364,Deslocamento Prancha Lateral Escada Agilidade,Revisar,1,Lateral Side Plank (bent leg),58,Body weight,Hips,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!1467 (ID 1469),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6364,Deslocamento Prancha Lateral Escada Agilidade,Revisar,2,Lateral Side Plank (bent leg),58,Body weight,Waist,Nome semelhante; equivalência da execução ainda não confirmada.,Animated GIFs!1453 (ID 146913),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6364,Deslocamento Prancha Lateral Escada Agilidade,Revisar,3,Lateral Elbow Plank Walk (male),58,Body weight,Waist,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!4823 (ID 666112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6365,Quarter Turns na Escada de Agilidade,Revisar,1,Lateral Ladder Drill (male),58,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5391 (ID 5973); Animated GIFs!5259 (ID 597313),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6365,Quarter Turns na Escada de Agilidade,Revisar,2,Quarter Sit-up with Pillow (male),57,Body weight,Waist,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!7379 (ID 928512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6365,Quarter Turns na Escada de Agilidade,Revisar,3,Plyometric Agility Drill (male),54,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5392 (ID 5974); Animated GIFs!5260 (ID 597413),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
